,DBN,School Name,BN,Number of Students_K_G&T,Number of Classes_K_G&T,Average Class Size_K_G&T,Minimum Class Size_K_G&T,Maximum Class Size_K_G&T,Number of Students_K_ICT,Number of Classes_K_ICT,Average Class Size_K_ICT,Minimum Class Size_K_ICT,Maximum Class Size_K_ICT,Number of Students_K_Gen Ed,Number of Classes_K_Gen Ed,Average Class Size_K_Gen Ed,Minimum Class Size_K_Gen Ed,Maximum Class Size_K_Gen Ed,Number of Students_K_ICT & G&T,Number of Classes_K_ICT & G&T,Average Class Size_K_ICT & G&T,Minimum Class Size_K_ICT & G&T,Maximum Class Size_K_ICT & G&T,Number of Students_1_G&T,Number of Classes_1_G&T,Average Class Size_1_G&T,Minimum Class Size_1_G&T,Maximum Class Size_1_G&T,Number of Students_1_ICT,Number of Classes_1_ICT,Average Class Size_1_ICT,Minimum Class Size_1_ICT,Maximum Class Size_1_ICT,Number of Students_1_Gen Ed,Number of Classes_1_Gen Ed,Average Class Size_1_Gen Ed,Minimum Class Size_1_Gen Ed,Maximum Class Size_1_Gen Ed,Number of Students_1_ICT & G&T,Number of Classes_1_ICT & G&T,Average Class Size_1_ICT & G&T,Minimum Class Size_1_ICT & G&T,Maximum Class Size_1_ICT & G&T,Number of Students_2_G&T,Number of Classes_2_G&T,Average Class Size_2_G&T,Minimum Class Size_2_G&T,Maximum Class Size_2_G&T,Number of Students_2_ICT,Number of Classes_2_ICT,Average Class Size_2_ICT,Minimum Class Size_2_ICT,Maximum Class Size_2_ICT,Number of Students_2_Gen Ed,Number of Classes_2_Gen Ed,Average Class Size_2_Gen Ed,Minimum Class Size_2_Gen Ed,Maximum Class Size_2_Gen Ed,Number of Students_2_ICT & G&T,Number of Classes_2_ICT & G&T,Average Class Size_2_ICT & G&T,Minimum Class Size_2_ICT & G&T,Maximum Class Size_2_ICT & G&T,Number of Students_3_G&T,Number of Classes_3_G&T,Average Class Size_3_G&T,Minimum Class Size_3_G&T,Maximum Class Size_3_G&T,Number of Students_3_ICT,Number of Classes_3_ICT,Average Class Size_3_ICT,Minimum Class Size_3_ICT,Maximum Class Size_3_ICT,Number of Students_3_Gen Ed,Number of Classes_3_Gen Ed,Average Class Size_3_Gen Ed,Minimum Class Size_3_Gen Ed,Maximum Class Size_3_Gen Ed,Number of Students_3_ICT & G&T,Number of Classes_3_ICT & G&T,Average Class Size_3_ICT & G&T,Minimum Class Size_3_ICT & G&T,Maximum Class Size_3_ICT & G&T,Number of Students_4_G&T,Number of Classes_4_G&T,Average Class Size_4_G&T,Minimum Class Size_4_G&T,Maximum Class Size_4_G&T,Number of Students_4_ICT,Number of Classes_4_ICT,Average Class Size_4_ICT,Minimum Class Size_4_ICT,Maximum Class Size_4_ICT,Number of Students_4_Gen Ed,Number of Classes_4_Gen Ed,Average Class Size_4_Gen Ed,Minimum Class Size_4_Gen Ed,Maximum Class Size_4_Gen Ed,Number of Students_4_ICT & G&T,Number of Classes_4_ICT & G&T,Average Class Size_4_ICT & G&T,Minimum Class Size_4_ICT & G&T,Maximum Class Size_4_ICT & G&T,Number of Students_5_G&T,Number of Classes_5_G&T,Average Class Size_5_G&T,Minimum Class Size_5_G&T,Maximum Class Size_5_G&T,Number of Students_5_ICT,Number of Classes_5_ICT,Average Class Size_5_ICT,Minimum Class Size_5_ICT,Maximum Class Size_5_ICT,Number of Students_5_Gen Ed,Number of Classes_5_Gen Ed,Average Class Size_5_Gen Ed,Minimum Class Size_5_Gen Ed,Maximum Class Size_5_Gen Ed,Number of Students_5_ICT & G&T,Number of Classes_5_ICT & G&T,Average Class Size_5_ICT & G&T,Minimum Class Size_5_ICT & G&T,Maximum Class Size_5_ICT & G&T,Number of Students_6_ICT,Number of Classes_6_ICT,Average Class Size_6_ICT,Minimum Class Size_6_ICT,Maximum Class Size_6_ICT,Number of Students_6_Gen Ed,Number of Classes_6_Gen Ed,Average Class Size_6_Gen Ed,Minimum Class Size_6_Gen Ed,Maximum Class Size_6_Gen Ed,Number of Students_7_ICT,Number of Classes_7_ICT,Average Class Size_7_ICT,Minimum Class Size_7_ICT,Maximum Class Size_7_ICT,Number of Students_7_Gen Ed,Number of Classes_7_Gen Ed,Average Class Size_7_Gen Ed,Minimum Class Size_7_Gen Ed,Maximum Class Size_7_Gen Ed,Number of Students_8_ICT,Number of Classes_8_ICT,Average Class Size_8_ICT,Minimum Class Size_8_ICT,Maximum Class Size_8_ICT,Number of Students_8_Gen Ed,Number of Classes_8_Gen Ed,Average Class Size_8_Gen Ed,Minimum Class Size_8_Gen Ed,Maximum Class Size_8_Gen Ed,Number of Students_K-8 SC_SC 12:1:1,Number of Classes_K-8 SC_SC 12:1:1,Average Class Size_K-8 SC_SC 12:1:1,Minimum Class Size_K-8 SC_SC 12:1:1,Maximum Class Size_K-8 SC_SC 12:1:1,Number of Students_K-8 SC_SC 12:1,Number of Classes_K-8 SC_SC 12:1,Average Class Size_K-8 SC_SC 12:1,Minimum Class Size_K-8 SC_SC 12:1,Maximum Class Size_K-8 SC_SC 12:1,Number of Students_K-8 SC_SC 6:1:1,Number of Classes_K-8 SC_SC 6:1:1,Average Class Size_K-8 SC_SC 6:1:1,Minimum Class Size_K-8 SC_SC 6:1:1,Maximum Class Size_K-8 SC_SC 6:1:1,Number of Students_K-8 SC_SC 8:1:1,Number of Classes_K-8 SC_SC 8:1:1,Average Class Size_K-8 SC_SC 8:1:1,Minimum Class Size_K-8 SC_SC 8:1:1,Maximum Class Size_K-8 SC_SC 8:1:1,Number of Students_K-8 SC_SC 15:1,Number of Classes_K-8 SC_SC 15:1,Average Class Size_K-8 SC_SC 15:1,Minimum Class Size_K-8 SC_SC 15:1,Maximum Class Size_K-8 SC_SC 15:1
863,26Q018,PS 018 WINCHESTER,Q018,,,,,,25,1,25,25,25,50,2,25,25,25,,,,,,,,,,,23,1,23,23,23,43,2,21.5,20,23,,,,,,24,1,24,24,24,31,1,31,31,31,29,1,29,29,29,,,,,,31,1,31,31,31,26,1,26,26,26,43,2,21.5,21,22,,,,,,64,2,32,32,32,26,1,26,26,26,51,2,25.5,24,27,,,,,,56,2,28,27,29,22,1,22,22,22,41,2,20.5,19,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2,5.5,<6,6,,,,,,,,,,,,,,,,,,,,
864,26Q026,PS 026 RUFUS KING,Q026,,,,,,20,1,20,20,20,98,4,24.5,24,25,,,,,,,,,,,23,1,23,23,23,75,3,25,24,26,,,,,,,,,,,26,1,26,26,26,78,3,26,25,27,,,,,,,,,,,25,1,25,25,25,74,3,24.66666,24,25,,,,,,,,,,,26,1,26,26,26,82,3,27.33333,26,29,,,,,,,,,,,28,1,28,28,28,85,3,28.33333,28,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,2,10.5,10,11,18,2,9,9,9,,,,,,,,,,,,,,,
865,26Q031,PS 031 BAYSIDE,Q031,,,,,,,,,,,82,4,20.5,20,21,,,,,,,,,,,32,1,32,32,32,57,2,28.5,27,30,,,,,,,,,,,24,1,24,24,24,50,2,25,23,27,,,,,,,,,,,28,1,28,28,28,56,2,28,26,30,,,,,,,,,,,24,1,24,24,24,49,2,24.5,23,26,,,,,,,,,,,27,1,27,27,27,58,2,29,27,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,3,11,9,13,,,,,,,,,,,,,,,,,,,,
866,26Q041,PS 041 CROCHERON,Q041,,,,,,24,1,24,24,24,50,2,25,25,25,,,,,,,,,,,20,1,20,20,20,43,2,21.5,21,22,,,,,,,,,,,25,1,25,25,25,52,2,26,26,26,,,,,,,,,,,24,1,24,24,24,49,2,24.5,24,25,,,,,,,,,,,25,1,25,25,25,50,2,25,23,27,,,,,,,,,,,33,1,33,33,33,62,2,31,31,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,1,13,13,13,11,1,11,11,11,5,1,5,<6,<6,,,,,,,,,,
867,26Q046,PS 046 ALLEY POND,Q046,,,,,,26,1,26,26,26,52,2,26,26,26,,,,,,,,,,,45,2,22.5,22,23,22,1,22,22,22,,,,,,,,,,,54,2,27,26,28,24,1,24,24,24,,,,,,,,,,,55,2,27.5,26,29,28,1,28,28,28,,,,,,,,,,,57,2,28.5,28,29,26,1,26,26,26,,,,,,,,,,,61,2,30.5,30,31,32,1,32,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,4,8,<6,11,9,1,9,9,9,,,,,,14,3,4.666666,<6,<6,,,,,
868,26Q067,JHS 067 LOUIS PASTEUR,Q067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,2,29.5,29,30,241,8,30.125,26,33,59,2,29.5,29,30,215,7,30.71428,28,33,28,1,28,28,28,275,9,30.55555,27,33,17,2,8.5,6,11,,,,,,,,,,,,,,,,,,,,
869,26Q074,JHS 074 NATHANIEL HAWTHORNE,Q074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,3,33,33,33,262,8,32.75,32,33,67,2,33.5,33,34,291,10,29.1,15,33,52,2,26,26,26,351,11,31.90909,28,33,7,1,7,7,7,29,3,9.666666,8,11,,,,,,,,,,,,,,,
870,26Q094,PS 094 DAVID D PORTER,Q094,,,,,,25,1,25,25,25,25,1,25,25,25,,,,,,,,,,,26,1,26,26,26,23,1,23,23,23,,,,,,,,,,,29,1,29,29,29,30,1,30,30,30,,,,,,,,,,,31,1,31,31,31,28,1,28,28,28,,,,,,,,,,,24,1,24,24,24,26,1,26,26,26,,,,,,,,,,,31,1,31,31,31,30,1,30,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
871,26Q098,PS 098 THE DOUGLASTON SCHOOL,Q098,,,,,,25,1,25,25,25,23,1,23,23,23,,,,,,,,,,,24,1,24,24,24,22,1,22,22,22,,,,,,,,,,,25,1,25,25,25,25,1,25,25,25,,,,,,,,,,,19,1,19,19,19,21,1,21,21,21,,,,,,,,,,,19,1,19,19,19,19,1,19,19,19,,,,,,,,,,,27,1,27,27,27,23,1,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
872,26Q115,PS 115 GLEN OAKS,Q115,47,2,23.5,23,24,17,1,17,17,17,45,2,22.5,22,23,,,,,,54,2,27,26,28,27,1,27,27,27,27,1,27,27,27,,,,,,58,2,29,29,29,31,1,31,31,31,32,1,32,32,32,,,,,,53,2,26.5,26,27,29,1,29,29,29,28,1,28,28,28,,,,,,61,2,30.5,30,31,24,1,24,24,24,28,1,28,28,28,,,,,,58,2,29,29,29,32,1,32,32,32,28,1,28,28,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,2,9.5,8,11,,,,,,,,,,,,,,,,,,,,
873,26Q133,PS 133 QUEENS,Q133,21,1,21,21,21,25,1,25,25,25,50,2,25,25,25,,,,,,22,1,22,22,22,22,1,22,22,22,49,2,24.5,23,26,,,,,,22,1,22,22,22,22,1,22,22,22,47,2,23.5,22,25,,,,,,31,1,31,31,31,27,1,27,27,27,28,1,28,28,28,,,,,,,,,,,27,1,27,27,27,31,1,31,31,31,,,,,,,,,,,29,1,29,29,29,31,1,31,31,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,3,6.666666,<6,9,,,,,,,,,,,,,,,,,,,,
874,26Q158,MS 158 MARIE CURIE,Q158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,2,29,27,31,257,9,28.55555,28,30,57,2,28.5,27,30,286,9,31.77777,31,33,64,2,32,32,32,298,9,33.11111,32,34,,,,,,39,4,9.75,7,12,,,,,,,,,,,,,,,
875,26Q159,PS 159,Q159,,,,,,23,1,23,23,23,74,3,24.66666,24,25,,,,,,,,,,,22,1,22,22,22,73,3,24.33333,24,25,,,,,,,,,,,28,1,28,28,28,77,3,25.66666,24,28,,,,,,,,,,,23,1,23,23,23,71,3,23.66666,23,24,,,,,,,,,,,27,1,27,27,27,78,3,26,25,27,,,,,,,,,,,30,1,30,30,30,89,3,29.66666,29,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,3,6,<6,9,,,,,,,,,,,,,,,
876,26Q162,PS 162 JOHN GOLDEN,Q162,,,,,,23,1,23,23,23,69,3,23,21,25,,,,,,,,,,,24,1,24,24,24,81,3,27,24,32,,,,,,,,,,,29,1,29,29,29,66,3,22,22,22,,,,,,,,,,,64,2,32,32,32,63,2,31.5,31,32,,,,,,,,,,,27,1,27,27,27,88,3,29.33333,29,30,,,,,,,,,,,32,1,32,32,32,96,3,32,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
877,26Q172,IRWIN ALTMAN MIDDLE SCHOOL 172,Q172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,3,28,27,29,205,7,29.28571,26,32,117,4,29.25,26,32,208,7,29.71428,25,33,97,3,32.33333,31,33,230,7,32.85714,31,34,12,1,12,12,12,24,2,12,12,12,,,,,,,,,,,,,,,
878,26Q173,PS 173 FRESH MEADOWS,Q173,,,,,,21,1,21,21,21,120,5,24,23,25,,,,,,,,,,,24,1,24,24,24,114,4,28.5,28,29,,,,,,,,,,,57,2,28.5,28,29,88,3,29.33333,29,30,,,,,,,,,,,25,1,25,25,25,109,4,27.25,25,28,,,,,,,,,,,31,1,31,31,31,118,4,29.5,24,32,,,,,,,,,,,32,1,32,32,32,128,4,32,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,4,11,9,12,,,,,,,,,,,,,,,,,,,,
879,26Q178,PS/ IS 178 HOLLISWOOD,Q178,,,,,,23,1,23,23,23,43,2,21.5,21,22,,,,,,,,,,,27,1,27,27,27,30,1,30,30,30,,,,,,,,,,,27,1,27,27,27,29,1,29,29,29,,,,,,,,,,,30,1,30,30,30,29,1,29,29,29,,,,,,,,,,,28,1,28,28,28,29,1,29,29,29,,,,,,,,,,,32,1,32,32,32,32,1,32,32,32,,,,,,28,1,28,28,28,28,1,28,28,28,29,1,29,29,29,30,1,30,30,30,32,1,32,32,32,27,1,27,27,27,,,,,,,,,,,,,,,,,,,,,,,,,
880,26Q186,PS 186 CASTLEWOOD,Q186,,,,,,39,3,13,<15,20,20,1,20,20,20,,,,,,,,,,,54,3,18,15,23,,,,,,,,,,,,,,,,36,2,18,16,20,20,1,20,20,20,,,,,,,,,,,43,3,14.33333,<15,18,,,,,,,,,,,,,,,,63,3,21,20,22,,,,,,,,,,,,,,,,58,3,19.33333,17,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,3,5.666666,<6,9,,,,,,,,,,,,,,,
881,26Q188,PS 188 KINGSBURY,Q188,48,2,24,24,24,,,,,,73,3,24.33333,24,25,,,,,,62,2,31,30,32,28,1,28,28,28,27,1,27,27,27,,,,,,64,2,32,32,32,27,1,27,27,27,27,1,27,27,27,,,,,,62,2,31,31,31,22,1,22,22,22,24,1,24,24,24,,,,,,63,2,31.5,31,32,25,1,25,25,25,26,1,26,26,26,,,,,,64,2,32,32,32,26,1,26,26,26,26,1,26,26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,<6,<6,,,,,,,,,,,,,,,,,,,,
882,26Q191,PS 191 MAYFLOWER,Q191,,,,,,,,,,,58,3,19.33333,19,20,,,,,,,,,,,,,,,,55,2,27.5,27,28,,,,,,,,,,,,,,,,59,2,29.5,29,30,,,,,,,,,,,,,,,,49,2,24.5,24,25,,,,,,,,,,,,,,,,58,2,29,28,30,,,,,,,,,,,31,1,31,31,31,31,1,31,31,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,2,9,8,10,,,,,,,,,,,,,,,
883,26Q203,PS 203 OAKLAND GARDENS,Q203,24,1,24,24,24,,,,,,98,4,24.5,24,25,,,,,,32,1,32,32,32,,,,,,108,4,27,22,32,,,,,,32,1,32,32,32,,,,,,108,4,27,17,32,,,,,,32,1,32,32,32,28,1,28,28,28,95,3,31.66666,31,32,,,,,,32,1,32,32,32,23,1,23,23,23,83,3,27.66666,25,32,,,,,,32,1,32,32,32,,,,,,123,4,30.75,30,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,2,8.5,6,11,9,1,9,9,9,,,,,,,,,,,,,,,
884,26Q205,PS 205 ALEXANDER GRAHAM BELL,Q205,,,,,,,,,,,47,2,23.5,21,26,,,,,,,,,,,20,1,20,20,20,22,1,22,22,22,,,,,,,,,,,,,,,,54,2,27,26,28,,,,,,,,,,,,,,,,50,2,25,25,25,,,,,,,,,,,,,,,,47,2,23.5,23,24,,,,,,,,,,,26,1,26,26,26,26,1,26,26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
885,26Q213,PS 213 THE CARL ULLMAN SCHOOL,Q213,,,,,,23,1,23,23,23,45,2,22.5,22,23,,,,,,,,,,,20,1,20,20,20,43,2,21.5,21,22,,,,,,,,,,,32,1,32,32,32,32,1,32,32,32,,,,,,,,,,,,,,,,61,2,30.5,30,31,,,,,,,,,,,,,,,,55,2,27.5,27,28,,,,,,,,,,,33,1,33,33,33,32,1,32,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,8,8,8,11,1,11,11,11,,,,,,,,,,,,,,,
886,26Q216,JHS 216 GEORGE J RYAN,Q216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,4,32,31,33,362,11,32.90909,31,34,130,4,32.5,32,33,329,10,32.9,32,33,65,2,32.5,32,33,396,12,33,32,34,16,2,8,6,10,35,3,11.66666,10,13,,,,,,,,,,,,,,,
887,26Q221,PS 221 THE NORTH HILLS SCHOOL,Q221,,,,,,25,1,25,25,25,88,4,22,20,23,,,,,,,,,,,28,1,28,28,28,56,2,28,27,29,,,,,,,,,,,25,1,25,25,25,77,3,25.66666,25,27,,,,,,,,,,,27,1,27,27,27,78,3,26,26,26,,,,,,,,,,,30,1,30,30,30,60,2,30,30,30,,,,,,,,,,,27,1,27,27,27,81,3,27,26,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,6,6,6,,,,,,,,,,,,,,,
888,26Q266,PS / IS 266,Q266,,,,,,20,1,20,20,20,23,1,23,23,23,,,,,,,,,,,21,1,21,21,21,44,2,22,22,22,,,,,,,,,,,18,1,18,18,18,43,2,21.5,20,23,,,,,,,,,,,21,1,21,21,21,43,2,21.5,21,22,,,,,,,,,,,25,1,25,25,25,54,2,27,26,28,,,,,,,,,,,25,1,25,25,25,45,2,22.5,21,24,,,,,,29,1,29,29,29,56,2,28,28,28,21,1,21,21,21,44,2,22,20,24,25,1,25,25,25,51,2,25.5,22,29,17,2,8.5,7,10,4,1,4,<6,<6,,,,,,,,,,,,,,,
889,26Q376,PS 376,Q376,,,,,,20,1,20,20,20,39,2,19.5,19,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
890,27Q042,PS/MS 042 R VERNAM,Q042,,,,,,22,1,22,22,22,47,2,23.5,23,24,,,,,,,,,,,23,1,23,23,23,55,2,27.5,27,28,,,,,,,,,,,20,1,20,20,20,31,2,15.5,15,16,,,,,,,,,,,18,1,18,18,18,52,2,26,25,27,,,,,,,,,,,17,1,17,17,17,37,2,18.5,18,19,,,,,,,,,,,27,1,27,27,27,35,2,17.5,17,18,,,,,,14,1,14,<15,<15,27,2,13.5,<15,16,20,1,20,20,20,33,2,16.5,15,18,21,1,21,21,21,25,1,25,25,25,93,11,8.454545,6,11,,,,,,,,,,,,,,,,,,,,
891,27Q043,PS 043,Q043,,,,,,23,1,23,23,23,72,3,24,24,24,,,,,,,,,,,31,1,31,31,31,65,2,32.5,32,33,,,,,,,,,,,27,1,27,27,27,55,2,27.5,27,28,,,,,,,,,,,32,1,32,32,32,60,2,30,30,30,,,,,,,,,,,26,1,26,26,26,80,3,26.66666,26,27,,,,,,,,,,,32,1,32,32,32,61,2,30.5,29,32,,,,,,24,1,24,24,24,51,2,25.5,25,26,30,1,30,30,30,29,1,29,29,29,24,1,24,24,24,28,1,28,28,28,71,7,10.14285,9,11,9,1,9,9,9,,,,,,,,,,,,,,,
892,27Q045,PS 045 CLARENCE WITHERSPOON,Q045,,,,,,17,1,17,17,17,38,2,19,17,21,,,,,,,,,,,24,1,24,24,24,26,1,26,26,26,,,,,,,,,,,,,,,,45,2,22.5,22,23,,,,,,,,,,,20,1,20,20,20,21,1,21,21,21,,,,,,,,,,,18,1,18,18,18,18,1,18,18,18,,,,,,,,,,,23,1,23,23,23,23,1,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,3,8.666666,8,10,,,,,,,,,,,,,,,,,,,,
893,27Q047,PS 047 CHRIS GALAS,Q047,,,,,,,,,,,26,1,26,26,26,,,,,,,,,,,27,1,27,27,27,,,,,,,,,,,,,,,,18,1,18,18,18,,,,,,,,,,,,,,,,28,1,28,28,28,,,,,,,,,,,,,,,,,,,,,22,1,22,22,22,,,,,,,,,,,28,1,28,28,28,,,,,,,,,,,16,1,16,16,16,,,,,,,,,,,10,1,10,<15,<15,14,1,14,<15,<15,,,,,,11,2,5.5,<6,8,,,,,,,,,,,,,,,,,,,,
894,27Q051,PS 051,Q051,,,,,,20,1,20,20,20,90,4,22.5,22,23,,,,,,,,,,,22,1,22,22,22,75,3,25,23,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
895,27Q053,MS 053 BRIAN PICCOLO,Q053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,1,19,19,19,29,2,14.5,<15,17,27,1,27,27,27,52,2,26,22,30,49,2,24.5,19,30,46,2,23,17,29,38,4,9.5,8,11,4,1,4,<6,<6,,,,,,,,,,,,,,,
896,27Q056,PS 056 HARRY EICHLER,Q056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,1,23,23,23,72,3,24,23,26,,,,,,,,,,,29,1,29,29,29,65,2,32.5,31,34,,,,,,,,,,,27,1,27,27,27,59,2,29.5,28,31,,,,,,,,,,,29,1,29,29,29,62,2,31,30,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,2,10.5,9,12,,,,,,,,,,,,,,,,,,,,
897,27Q060,PS 060 WOODHAVEN,Q060,,,,,,18,1,18,18,18,132,6,22,20,25,,,,,,,,,,,26,1,26,26,26,142,5,28.4,27,30,,,,,,,,,,,55,2,27.5,27,28,119,4,29.75,28,31,,,,,,,,,,,49,2,24.5,24,25,119,5,23.8,19,31,,,,,,,,,,,73,3,24.33333,22,26,125,5,25,21,31,,,,,,,,,,,85,3,28.33333,27,30,140,5,28,25,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2,10,8,12,,,,,,,,,,,,,,,,,,,,
898,27Q062,P S 62 - CHESTER PARK SCHOOL,Q062,,,,,,22,1,22,22,22,138,6,23,22,24,,,,,,,,,,,27,1,27,27,27,106,4,26.5,26,27,,,,,,,,,,,31,1,31,31,31,122,4,30.5,30,31,,,,,,,,,,,27,1,27,27,27,108,4,27,27,27,,,,,,,,,,,27,1,27,27,27,101,4,25.25,25,26,,,,,,,,,,,28,1,28,28,28,144,5,28.8,28,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,3,9,8,10,,,,,,,,,,,,,,,,,,,,
899,27Q063,PS 063 OLD SOUTH,Q063,,,,,,23,1,23,23,23,132,6,22,<15,25,,,,,,,,,,,27,1,27,27,27,145,5,29,28,30,,,,,,,,,,,27,1,27,27,27,155,6,25.83333,25,27,,,,,,,,,,,52,2,26,26,26,124,5,24.8,22,28,,,,,,,,,,,53,2,26.5,26,27,154,6,25.66666,25,26,,,,,,,,,,,26,1,26,26,26,168,6,28,27,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,8,10.875,9,12,,,,,,,,,,,,,,,,,,,,
900,27Q064,PS 064 JOSEPH P ADDABBO,Q064,,,,,,,,,,,80,4,20,15,25,,,,,,,,,,,22,1,22,22,22,76,3,25.33333,25,26,,,,,,,,,,,27,1,27,27,27,82,3,27.33333,26,28,,,,,,,,,,,21,1,21,21,21,75,3,25,25,25,,,,,,,,,,,25,1,25,25,25,84,3,28,27,29,,,,,,,,,,,23,1,23,23,23,89,3,29.66666,29,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,5,<6,<6,7,1,7,7,7,,,,,,,,,,,,,,,
901,27Q065,PS 65 - THE RAYMOND YORK ELEMENTARY SCHOOL,Q065,,,,,,26,1,26,26,26,47,2,23.5,23,24,,,,,,,,,,,17,1,17,17,17,32,2,16,16,16,,,,,,,,,,,26,1,26,26,26,53,2,26.5,25,28,,,,,,,,,,,24,1,24,24,24,48,2,24,23,25,,,,,,,,,,,20,1,20,20,20,39,2,19.5,18,21,,,,,,,,,,,27,1,27,27,27,60,2,30,29,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,3,9.666666,8,12,8,1,8,8,8,,,,,,,,,,,,,,,
902,27Q066,PS 066 JACQUELINE KENNEDY ONASSIS,Q066,,,,,,21,1,21,21,21,43,2,21.5,20,23,,,,,,,,,,,29,1,29,29,29,37,2,18.5,<15,27,,,,,,,,,,,28,1,28,28,28,48,2,24,22,26,,,,,,,,,,,29,1,29,29,29,52,2,26,25,27,,,,,,,,,,,29,1,29,29,29,54,2,27,27,27,,,,,,,,,,,30,1,30,30,30,57,2,28.5,28,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
